C,filename,split,symmetry,isomer_id,r_mean,asphericity,bond_mean
36,C36-D2-5.xyz,train,D2,5,2.6780645315894827,0.05970306968093488,1.3896382954399
36,C36-D2d-14.xyz,train,D2d,14,2.6556254140966775,0.003808760287065381,1.3895294583053268
36,C36-D2d-6.xyz,train,D2d,6,2.6716137886156215,0.04978306545884622,1.3898546788310802
36,C36-D3h-13.xyz,val,D3h,13,2.661973097743975,0.017462473405008897,1.389572834573739
36,C36-D6h-15.xyz,train,D6h,15,2.658260136257956,0.01193769946288767,1.3897320565846694
38,C38-C1-11.xyz,train,C1,11,2.7403923483464583,0.03077074449608056,1.3894096861148926
38,C38-C1-14.xyz,test,C1,14,2.7337447662766947,0.013040304730005446,1.3892262731000589
38,C38-C1-3.xyz,train,C1,3,2.7547087246993063,0.07036974377618296,1.389971269026536
38,C38-C1-4.xyz,train,C1,4,2.753944356335392,0.0732758975060582,1.3904404931831236
38,C38-C1-5.xyz,train,C1,5,2.744448994595644,0.0441475759556888,1.3897239850901726
38,C38-C1-7.xyz,train,C1,7,2.7463303900561975,0.05209165192999912,1.3899714516763784
38,C38-C1-8.xyz,train,C1,8,2.73733622024265,0.02132855814417232,1.3893961702359217
38,C38-C2-1.xyz,test,C2,1,2.771654551903967,0.10899512540562344,1.3902194183025387
38,C38-C2-10.xyz,val,C2,10,2.742600329102852,0.03889622302247153,1.389730930435305
38,C38-C2-13.xyz,train,C2,13,2.737316470766796,0.023224624362281534,1.3894192754765122
38,C38-C2-17.xyz,train,C2,17,2.7314016250878956,0.0071104780271519065,1.3893483288684896
38,C38-C2-6.xyz,train,C2,6,2.777949892105813,0.01880158594549613,1.4200299478957825
38,C38-C2v-12.xyz,train,C2v,12,2.7463727871958548,0.0443102670670291,1.3892342373936357
38,C38-C2v-15.xyz,train,C2v,15,2.741086335430063,0.032478794270337626,1.3894003262159804
38,C38-C3v-16.xyz,val,C3v,16,2.730527343154337,0.0007317109168528645,1.3888915241801352
38,C38-D3-9.xyz,train,D3,9,2.7404075634876754,0.03147320100175527,1.389809407663592
38,C38-D3h-2.xyz,train,D3h,2,2.797881948072467,0.1603144659895492,1.3910427396581122
40,C40-C1-10.xyz,train,C1,10,2.823786565890269,0.05914608579321327,1.3894716141408514
40,C40-C1-12.xyz,val,C1,12,2.817945676502769,0.046365417261049466,1.3895421838885818
40,C40-C1-17.xyz,test,C1,17,2.8109397065899357,0.02444455358928715,1.3891908866171625
40,C40-C1-22.xyz,val,C1,22,2.816288445012293,0.040444091769327985,1.3893362712641752
40,C40-C1-26.xyz,train,C1,26,2.808601081690084,0.019084131238715933,1.389232868510977
40,C40-C1-34.xyz,train,C1,34,2.810872494419599,0.023995966802752178,1.3890665792532224
40,C40-C1-4.xyz,train,C1,4,2.838088803920268,0.09400327591781997,1.3898117414268212
40,C40-C1-6.xyz,train,C1,6,2.8307226318582868,0.07578894256968914,1.3896862855665453
40,C40-C2-11.xyz,test,C2,11,2.8288955997402185,0.06915527363738971,1.389594660264561
40,C40-C2-15.xyz,train,C2,15,2.8127260511291636,0.030086977849316777,1.3894354857805942
40,C40-C2-16.xyz,train,C2,16,2.8125308367811472,0.03392628954744134,1.389533532125475
40,C40-C2-18.xyz,train,C2,18,2.8172388644949775,0.0401770822820518,1.3893978173289938
40,C40-C2-19.xyz,train,C2,19,2.8105795689074724,0.029255594697600355,1.3895927685984029
40,C40-C2-2.xyz,train,C2,2,2.8553076023649204,0.1324205237924419,1.3903506052949477
40,C40-C2-21.xyz,train,C2,21,2.82047407983565,0.05039527800692509,1.3895029483704435
40,C40-C2-23.xyz,train,C2,23,2.8219063317041844,0.05221490541386452,1.3893438444042778
40,C40-C2-25.xyz,test,C2,25,2.8140984425037336,0.03482085491305786,1.389328595559942
40,C40-C2-27.xyz,train,C2,27,2.810969394822265,0.023981697585294573,1.3890408133920928
40,C40-C2-29.xyz,train,C2,29,2.806869662152348,0.015329138445517292,1.3892834029068313
40,C40-C2-35.xyz,train,C2,35,2.8089724237067384,0.022090506189789434,1.3893267485887024
40,C40-C2-36.xyz,train,C2,36,2.8059579951244498,0.010433469545927361,1.3889746991148717
40,C40-C2-9.xyz,train,C2,9,2.8227326189733035,0.0599656384274609,1.3896351294473064
40,C40-C2v-37.xyz,train,C2v,37,2.806867893196739,0.015331246448226608,1.3889949127064152
40,C40-C2v-8.xyz,train,C2v,8,2.8406684125919286,0.0988033822873878,1.3899732163796399
40,C40-C3-30.xyz,val,C3,30,2.8084046386398094,0.01897133494873439,1.3893369289651594
40,C40-C3v-20.xyz,train,C3v,20,2.8201879368498957,0.0529405374437578,1.3897364553597185
40,C40-Cs-13.xyz,train,Cs,13,2.8237295088153926,0.05993555246495624,1.389538673880339
40,C40-Cs-14.xyz,train,Cs,14,2.8133360491051533,0.0324346670327798,1.3893538445096498
40,C40-Cs-24.xyz,train,Cs,24,2.8107080937701743,0.02635672006290083,1.3894386959867628
40,C40-Cs-28.xyz,val,Cs,28,2.8146632977289316,0.03475760928035475,1.389237296513883
40,C40-Cs-31.xyz,test,Cs,31,2.8050926862287886,0.0089337974423592,1.3891402760398577
40,C40-Cs-5.xyz,train,Cs,5,2.83619453317005,0.09163069318547748,1.3898862769324194
40,C40-Cs-7.xyz,train,Cs,7,2.8291293466906207,0.0779312504475147,1.3904119661763539
40,C40-D2-3.xyz,train,D2,3,2.8772791746357718,0.1760331209091575,1.3912249123624256
40,C40-D2-32.xyz,train,D2,32,2.8222414993101888,0.05077492101067066,1.389088243368371
40,C40-D2-38.xyz,train,D2,38,2.803490445391843,0.00549090801698232,1.3891499713280744
40,C40-D2h-33.xyz,train,D2h,33,2.8248625771795384,0.059286668444190484,1.3894049033088742
40,C40-D5d-1.xyz,train,D5d,1,2.9084123829346558,0.2292125159451926,1.3914174387494036
40,C40-D5d-39.xyz,train,D5d,39,2.808463171839528,0.019617875374713177,1.389284062455234
40,C40-Td-40.xyz,train,Td,40,2.803142092344323,3.5461827091402465e-05,1.388844133032951
42,C42-C1-10.xyz,train,C1,10,2.8980277900012026,0.06748800305817201,1.3893929736224042
42,C42-C1-14.xyz,train,C1,14,2.8838088170780645,0.033714178915259393,1.3892947049088407
42,C42-C1-15.xyz,train,C1,15,2.8876878182123376,0.03978422527208387,1.3891398640999324
42,C42-C1-17.xyz,train,C1,17,2.8861145625897353,0.03609374118846124,1.3891723675142105
42,C42-C1-18.xyz,train,C1,18,2.888893516417807,0.041928825500869016,1.3892915422150605
42,C42-C1-2.xyz,train,C1,2,2.9092229773574987,0.09400084347141524,1.3899483128980035
42,C42-C1-20.xyz,train,C1,20,2.8809462704748934,0.0236589610179646,1.3890141444832396
42,C42-C1-24.xyz,train,C1,24,2.8887794728999814,0.04554107742412137,1.3893860569771286
42,C42-C1-25.xyz,val,C1,25,2.884087821118654,0.0343778188437315,1.3892783473408685
42,C42-C1-26.xyz,train,C1,26,2.8907886281226745,0.04882114591527594,1.3891839237744135
42,C42-C1-29.xyz,train,C1,29,2.8826942126268755,0.028522743967876924,1.3890872242239114
42,C42-C1-3.xyz,train,C1,3,2.9133461594924452,0.10228272234829687,1.3898085471798285
42,C42-C1-30.xyz,train,C1,30,2.886531601289435,0.037124305882390185,1.389082172390891
42,C42-C1-32.xyz,train,C1,32,2.87921593861473,0.01963606613494625,1.3892408713714326
42,C42-C1-33.xyz,train,C1,33,2.877467320512401,0.014562648004846586,1.3891383217239277
42,C42-C1-34.xyz,test,C1,34,2.879057479080345,0.022140407162453187,1.3892735885794065
42,C42-C1-36.xyz,train,C1,36,2.8790448505613804,0.0182494950663945,1.388933044409451
42,C42-C1-37.xyz,train,C1,37,2.887374394652877,0.03765373686136138,1.3889566572878633
42,C42-C1-39.xyz,train,C1,39,2.8771877826833885,0.013990383722176095,1.3891207331810613
42,C42-C1-4.xyz,train,C1,4,2.907014847855949,0.08769448852290238,1.3897416932752023
42,C42-C1-44.xyz,train,C1,44,2.877094392459745,0.014918692604186809,1.3891074338220306
42,C42-C1-8.xyz,train,C1,8,2.902643000243158,0.07925167148443117,1.3896983756557686
42,C42-C1-9.xyz,train,C1,9,2.896572343646846,0.06475721152874539,1.3895530265120002
42,C42-C2-1.xyz,train,C2,1,2.936194088974371,0.15112235704110308,1.390376780226377
42,C42-C2-23.xyz,train,C2,23,2.8965482419678943,0.06466219084179775,1.3894411708740504
42,C42-C2-27.xyz,val,C2,27,2.8964471229277176,0.06443489918781113,1.3895370232072615
42,C42-C2-28.xyz,train,C2,28,2.891115442799684,0.04905361341531253,1.389322390720927
42,C42-C2-31.xyz,val,C2,31,2.884009184584187,0.03176758330238904,1.3891575113327561
42,C42-C2-38.xyz,train,C2,38,2.8904335214029055,0.05165201095457701,1.3894822962695335
42,C42-C2-40.xyz,train,C2,40,2.8760995211906932,0.008030310724660558,1.3887800968401247
42,C42-C2-41.xyz,train,C2,41,2.8805662723886747,0.024531643528343985,1.389303923789646
42,C42-C2-43.xyz,train,C2,43,2.879521811681023,0.019148150637251674,1.3887263371550485
42,C42-C2-5.xyz,train,C2,5,2.919678759328486,0.11634267962359604,1.3900306354104628
42,C42-C2-7.xyz,train,C2,7,2.904757283158418,0.0813500815326933,1.3893806480404152
42,C42-C2v-13.xyz,train,C2v,13,2.903306373277305,0.08338214475516324,1.3898525481112318
42,C42-C2v-16.xyz,val,C2v,16,2.8897472145514698,0.04661217516509276,1.3892760602884267
42,C42-C2v-21.xyz,test,C2v,21,2.8796678925348496,0.019548100059173686,1.3891417361299916
42,C42-C2v-6.xyz,train,C2v,6,2.9022278107089896,0.0757840137860021,1.3893594190057397
42,C42-Cs-11.xyz,train,Cs,11,2.8942529165700064,0.05608780160160449,1.3893420261335117
42,C42-Cs-12.xyz,test,Cs,12,2.888839297063653,0.04404249094361518,1.3891335762107757
42,C42-Cs-19.xyz,train,Cs,19,2.8823475433951407,0.027917273603480383,1.3892625750684249
42,C42-Cs-22.xyz,train,Cs,22,2.901765717708515,0.07949878110423088,1.3897448578745302
42,C42-Cs-35.xyz,train,Cs,35,2.8790246300970685,0.021295001432960464,1.389186524211611
42,C42-Cs-42.xyz,test,Cs,42,2.88333251059901,0.03080876415038065,1.3890298668434538
42,C42-D3-45.xyz,train,D3,45,2.8747137864008745,0.007417149082365382,1.3892017398450485
44,C44-C1-10.xyz,train,C1,10,2.992519699769728,0.03843206002240546,1.4200277773828391
44,C44-C1-15.xyz,train,C1,15,2.975521295300092,0.09071111857602149,1.389638670302904
44,C44-C1-16.xyz,train,C1,16,2.9676369210366973,0.07214926284194031,1.3895050769591273
44,C44-C1-17.xyz,train,C1,17,2.9658866579831353,0.06578979222917632,1.3895917995663556
44,C44-C1-18.xyz,train,C1,18,2.9632458741576273,0.05883465873144566,1.3893044616337755
44,C44-C1-19.xyz,train,C1,19,2.9695302384899667,0.07248401001871141,1.3894342796771773
44,C44-C1-21.xyz,val,C1,21,2.977006013674267,0.08818933929603011,1.3894287946600175
44,C44-C1-22.xyz,train,C1,22,2.9582801622281165,0.04606070391930912,1.3892222089479427
44,C44-C1-23.xyz,train,C1,23,2.9583055522476887,0.04250966633228129,1.3888648936655734
44,C44-C1-25.xyz,val,C1,25,2.9618890257320034,0.05646061403799582,1.389323963699662
44,C44-C1-26.xyz,train,C1,26,2.9620605109492972,0.054410004229471266,1.3893870322440027
44,C44-C1-27.xyz,train,C1,27,2.95859047085832,0.04421825290443047,1.3890796005381785
44,C44-C1-29.xyz,train,C1,29,2.9534348300772155,0.035045346550864595,1.3890539031969462
44,C44-C1-30.xyz,train,C1,30,2.9526348954610597,0.03235588863228613,1.3890895158022523
44,C44-C1-31.xyz,train,C1,31,2.9555601894470924,0.03935074585386274,1.3892300978800969
44,C44-C1-40.xyz,test,C1,40,2.9607052457753866,0.05209183798574713,1.3892277151957646
44,C44-C1-41.xyz,train,C1,41,2.9625463425899823,0.05616125597617449,1.3891946969667224
44,C44-C1-42.xyz,train,C1,42,2.9597329022136605,0.04786151105096728,1.3891736118963274
44,C44-C1-43.xyz,train,C1,43,2.968232901850676,0.07163937557245237,1.3893682163590881
44,C44-C1-47.xyz,train,C1,47,2.956733671655637,0.043833600579426715,1.389319912636863
44,C44-C1-48.xyz,test,C1,48,2.9586955967498088,0.0449054596887582,1.388865317405966
44,C44-C1-50.xyz,train,C1,50,2.9564450072113657,0.04015749437625141,1.3891030592393514
44,C44-C1-51.xyz,train,C1,51,2.9522359578847155,0.03281281280864693,1.3891595299825994
44,C44-C1-52.xyz,val,C1,52,2.9499635022844926,0.026518212417507674,1.389264476468407
44,C44-C1-53.xyz,train,C1,53,2.95650765075443,0.040710325726410077,1.389161194617999
44,C44-C1-56.xyz,train,C1,56,2.952680878920083,0.03140013832133845,1.3891921609964406
44,C44-C1-57.xyz,val,C1,57,2.950556987078961,0.02762431073391097,1.3890667108996675
44,C44-C1-58.xyz,train,C1,58,2.952983959166785,0.030914969183376616,1.3889373921847716
44,C44-C1-59.xyz,train,C1,59,2.9469209461115837,0.014958462004770273,1.388828906800534
44,C44-C1-60.xyz,train,C1,60,2.9482528150549827,0.018100578494933767,1.388822901275816
44,C44-C1-62.xyz,train,C1,62,2.9516003134858164,0.026295433807069505,1.3888449507682217
44,C44-C1-63.xyz,train,C1,63,2.9500026855999466,0.0220062647700615,1.3887779940641631
44,C44-C1-64.xyz,test,C1,64,2.951946259063621,0.028882016645186158,1.3889743666651793
44,C44-C1-65.xyz,train,C1,65,2.955898454311372,0.04154898218454675,1.3891146367577716
44,C44-C1-67.xyz,test,C1,67,2.9450040875147905,0.0093276345753051,1.3887988292191682
44,C44-C1-69.xyz,test,C1,69,2.944594743969887,0.01094973817469935,1.3890673307949915
44,C44-C1-7.xyz,train,C1,7,2.984760516693689,0.10745295312331052,1.389769633996509
44,C44-C1-77.xyz,train,C1,77,2.9452226815156406,0.011578976014488596,1.3889888673761617
44,C44-C1-78.xyz,train,C1,78,2.947725258871222,0.019626556914862953,1.3891425003564792
44,C44-C1-8.xyz,train,C1,8,2.9873399384138732,0.11571229352336446,1.3900091056630317
44,C44-C1-88.xyz,test,C1,88,2.946438150357483,0.016009681141195352,1.3891260784708992
44,C44-C1-9.xyz,train,C1,9,2.988434904771589,0.11536156617816619,1.3899739059870673
44,C44-C2-1.xyz,train,C2,1,3.0196749995243906,0.176109031953353,1.390361012771678
44,C44-C2-12.xyz,train,C2,12,2.9839568018058826,0.10514504945140822,1.389427256484371
44,C44-C2-14.xyz,train,C2,14,2.983064270107823,0.1014013538334561,1.3893282814098757
44,C44-C2-20.xyz,train,C2,20,2.9735594663179143,0.08305565932936444,1.3895439970837813
44,C44-C2-32.xyz,train,C2,32,2.9555609030977306,0.04081892226064173,1.3893306136184655
44,C44-C2-34.xyz,train,C2,34,2.9563943906068655,0.044812054846928094,1.3896555970256455
44,C44-C2-36.xyz,train,C2,36,2.952686374232046,0.032912943613858825,1.3892904098420191
44,C44-C2-4.xyz,train,C2,4,2.995327004421283,0.12821649745258204,1.389972175107361
44,C44-C2-44.xyz,train,C2,44,2.969502009527194,0.07588792348557018,1.389487421026847
44,C44-C2-45.xyz,test,C2,45,2.974366543649048,0.08591204369891307,1.3896853333099468
44,C44-C2-46.xyz,test,C2,46,2.9663878459309063,0.06682824521884279,1.3893936356536154
44,C44-C2-49.xyz,train,C2,49,2.9581806023621593,0.046755454346642134,1.3890977597838297
44,C44-C2-5.xyz,train,C2,5,2.998470955202748,0.13637611025396412,1.390050602267797
44,C44-C2-6.xyz,val,C2,6,3.003103812557072,0.1502896636600254,1.390214163417836
44,C44-C2-61.xyz,train,C2,61,2.9514933543990427,0.028086239732225553,1.3891153270961487
44,C44-C2-66.xyz,train,C2,66,2.9645856356451863,0.05063154890837517,1.3884724100835935
44,C44-C2-68.xyz,train,C2,68,2.9440257988886382,0.005783186037238576,1.3887493803517763
44,C44-C2-74.xyz,train,C2,74,2.9522070955223523,0.03202268445525347,1.3890628331674502
44,C44-C2-76.xyz,val,C2,76,2.950824040885327,0.02293062877799807,1.3887968181084693
44,C44-C2-79.xyz,train,C2,79,2.9480330367915872,0.019483734321873523,1.3887866671595426
44,C44-C2-81.xyz,train,C2,81,2.9530575864278585,0.02816895292875879,1.3885323694255898
44,C44-C2-87.xyz,test,C2,87,2.949924677854076,0.025300427603326445,1.389202923354657
44,C44-C2v-13.xyz,train,C2v,13,2.9819967483784637,0.10068636845391941,1.3892830890465468
44,C44-C2v-39.xyz,train,C2v,39,2.9665432263078073,0.0710201392978421,1.3896919265246075
44,C44-C2v-55.xyz,train,C2v,55,2.9545637970200573,0.038940720361134815,1.3893611408912647
44,C44-Cs-11.xyz,train,Cs,11,2.9887503681527274,0.11538483499809862,1.3897948663697488
44,C44-Cs-28.xyz,train,Cs,28,2.9557033708571905,0.04113353303794444,1.389226825088354
44,C44-Cs-33.xyz,train,Cs,33,2.9541384099216144,0.03519664493940707,1.389131445187269
44,C44-Cs-54.xyz,train,Cs,54,2.9516087580627275,0.02879169700986932,1.3890283733884725
44,C44-Cs-70.xyz,train,Cs,70,2.9467795725578765,0.016746590040596226,1.3890674055951504
44,C44-Cs-71.xyz,train,Cs,71,2.9511331750998533,0.023059473809184015,1.3885545305304443
44,C44-Cs-84.xyz,train,Cs,84,2.9522288129808114,0.028236339409103438,1.3890235316982
44,C44-D2-2.xyz,train,D2,2,3.050562154427379,0.23178650549102542,1.3921447392616417
44,C44-D2-24.xyz,train,D2,24,2.9669929916693705,0.0675657638440763,1.3893517366707895
44,C44-D2-75.xyz,train,D2,75,2.9449917416462514,0.012750983421419157,1.3892002344937395
44,C44-D2-83.xyz,train,D2,83,2.9512915854624855,0.0253132400091921,1.3889423163244046
44,C44-D2-85.xyz,train,D2,85,2.9569868653494926,0.03810459131391214,1.3885441890823411
44,C44-D2-89.xyz,val,D2,89,2.943302085790739,0.006822986362714803,1.3890826584743852
44,C44-D3-35.xyz,train,D3,35,2.960411235477055,0.07624829240744431,1.392370182216374
44,C44-D3-80.xyz,train,D3,80,2.944995541047379,0.013004000548630965,1.3891567732460213
44,C44-D3d-3.xyz,train,D3d,3,3.063620241736374,0.252517466618051,1.3920356026076826
44,C44-D3d-38.xyz,train,D3d,38,2.983104181514629,0.10791202509068458,1.3900114068212746
44,C44-D3d-86.xyz,val,D3d,86,2.958630252156723,0.06257323694469236,1.3902067308545636
44,C44-D3h-37.xyz,val,D3h,37,2.981627909854908,0.10864025093237735,1.3900316685309815
44,C44-D3h-72.xyz,train,D3h,72,2.9454531064076064,0.014296148343449375,1.389079848691445
44,C44-S4-82.xyz,train,S4,82,2.947352234896755,0.016120872856692857,1.388819212511337
44,C44-T-73.xyz,train,T,73,2.9435071950744627,2.017988197935901e-05,1.388272902589219
46,C46-C1-100.xyz,train,C1,100,3.019330191302348,0.029897093242280404,1.3889342463185657
46,C46-C1-101.xyz,train,C1,101,3.017120946984112,0.024077030712415185,1.3889364115196212
46,C46-C1-102.xyz,train,C1,102,3.017069993407273,0.023616699749449722,1.3888521585155542
46,C46-C1-103.xyz,train,C1,103,3.0148806223250744,0.018895004421536264,1.3890520914307276
46,C46-C1-105.xyz,train,C1,105,3.0177409413850826,0.024018631270409978,1.3886058081525519
46,C46-C1-110.xyz,train,C1,110,3.012278916774048,0.010549634402531914,1.3887383341721378
46,C46-C1-111.xyz,train,C1,111,3.016211947135148,0.021401310215805495,1.388985135931559
46,C46-C1-114.xyz,train,C1,114,3.0105996270385145,0.005362148851309622,1.3888551172186212
46,C46-C1-14.xyz,train,C1,14,3.038321593963635,0.07780826117374068,1.389347355877146
46,C46-C1-15.xyz,train,C1,15,3.0410881914947177,0.08304769097859525,1.3893941852701428
46,C46-C1-16.xyz,train,C1,16,3.0364250142637452,0.06999868172634838,1.3892551872037084
46,C46-C1-17.xyz,test,C1,17,3.0358716531938037,0.0713842081523855,1.389309357063634
46,C46-C1-18.xyz,train,C1,18,3.0445142011850916,0.08980829856751547,1.3894306992684908
46,C46-C1-19.xyz,train,C1,19,3.0484130875962876,0.09874167153738804,1.389542971490908
46,C46-C1-21.xyz,train,C1,21,3.053929599434999,0.10736102437944678,1.3893971576129613
46,C46-C1-23.xyz,train,C1,23,3.0339650147813,0.06983709398844719,1.389350132061487
46,C46-C1-24.xyz,val,C1,24,3.0339975329367945,0.06711224167032356,1.3893721749166423
46,C46-C1-25.xyz,train,C1,25,3.029829378872051,0.056391703164444466,1.3892001003780325
46,C46-C1-26.xyz,test,C1,26,3.035897981494589,0.06965296100073322,1.3890671108142423
46,C46-C1-27.xyz,test,C1,27,3.0281067530717025,0.05635938514189913,1.3893798843261158
46,C46-C1-29.xyz,val,C1,29,3.0255200897945227,0.045557873663641474,1.3890621120227045
46,C46-C1-3.xyz,train,C1,3,3.0669744832391985,0.13802520510626404,1.389854032266498
46,C46-C1-30.xyz,train,C1,30,3.0273306621429033,0.05175630181911149,1.3890690073491478
46,C46-C1-31.xyz,train,C1,31,3.026405538084154,0.05210691677130033,1.3894912639813801
46,C46-C1-34.xyz,train,C1,34,3.023890691292125,0.04456524417396692,1.3893568279390112
46,C46-C1-35.xyz,train,C1,35,3.0250533426673347,0.043682567278944685,1.3889924729437482
46,C46-C1-36.xyz,test,C1,36,3.0220185523610166,0.03417046941637322,1.38886270880027
46,C46-C1-37.xyz,train,C1,37,3.0250369409808333,0.04398159689838234,1.3891343047066909
46,C46-C1-4.xyz,train,C1,4,3.065585141668773,0.1363751789305439,1.3900178210663734
46,C46-C1-44.xyz,train,C1,44,3.033584425011786,0.0657630627457662,1.3892425679926308
46,C46-C1-45.xyz,train,C1,45,3.037590203818587,0.0690586041108356,1.3889300949811871
46,C46-C1-46.xyz,train,C1,46,3.0314979722561493,0.060529384387236394,1.389309905760716
46,C46-C1-48.xyz,val,C1,48,3.0431826019044026,0.08956500200670846,1.3894451857534742
46,C46-C1-5.xyz,train,C1,5,3.0561751719842305,0.11452674548090372,1.3895981123656975
46,C46-C1-50.xyz,val,C1,50,3.024359979567231,0.04097220278611712,1.3890001379892984
46,C46-C1-51.xyz,train,C1,51,3.0264830061446553,0.04692164533519154,1.3891658057138154
46,C46-C1-52.xyz,train,C1,52,3.0260565002575484,0.04402823504249754,1.3890807628451245
46,C46-C1-55.xyz,train,C1,55,3.02880383987705,0.056820313848570746,1.389258792666032
46,C46-C1-56.xyz,train,C1,56,3.032674435437285,0.06158279796066875,1.389035436220378
46,C46-C1-58.xyz,train,C1,58,3.0241169067125178,0.04068899863238294,1.3888336818476095
46,C46-C1-59.xyz,test,C1,59,3.023727570868011,0.04471609802800791,1.3891186201861974
46,C46-C1-6.xyz,train,C1,6,3.0596521377195383,0.11943698192375014,1.389503086800769
46,C46-C1-60.xyz,train,C1,60,3.021948878165543,0.038577073979645514,1.3891627667288575
46,C46-C1-61.xyz,train,C1,61,3.0209995512960557,0.032891413324420825,1.3888558362171621
46,C46-C1-62.xyz,train,C1,62,3.022170559569214,0.03622258330679573,1.3890971518402802
46,C46-C1-63.xyz,train,C1,63,3.018567159855466,0.025735377084657146,1.388931675025894
46,C46-C1-64.xyz,test,C1,64,3.020640160427217,0.03431717240981714,1.3889698562827941
46,C46-C1-67.xyz,train,C1,67,3.016750293609189,0.02128080171793553,1.3889554303542202
46,C46-C1-68.xyz,train,C1,68,3.018028645769015,0.02586411721474485,1.3889993997677854
46,C46-C1-69.xyz,train,C1,69,3.022271258870576,0.03552301633937302,1.3890344978718843
46,C46-C1-70.xyz,train,C1,70,3.0192182868966784,0.026848899826757363,1.3887261755238418
46,C46-C1-71.xyz,test,C1,71,3.0241558344866095,0.04256078124481905,1.3888649625995664
46,C46-C1-72.xyz,train,C1,72,3.0229287827341333,0.03965667756944438,1.3889494379480638
46,C46-C1-73.xyz,test,C1,73,3.0249779959582823,0.04469757674826025,1.389067111927325
46,C46-C1-74.xyz,train,C1,74,3.0209386264760476,0.03274573869927166,1.3889003878801243
46,C46-C1-75.xyz,train,C1,75,3.022204788076177,0.037155844821512164,1.3890659342905376
46,C46-C1-76.xyz,train,C1,76,3.028381259228052,0.05140341769819187,1.3888175781930912
46,C46-C1-78.xyz,train,C1,78,3.0262913268823914,0.04631762973090305,1.3889750301892176
46,C46-C1-79.xyz,train,C1,79,3.0223026802270283,0.03650837616707328,1.3888985818001616
46,C46-C1-80.xyz,train,C1,80,3.0224404177595874,0.03693012307712714,1.388921645272798
46,C46-C1-81.xyz,train,C1,81,3.020293331175179,0.03039320671485526,1.388920006185722
46,C46-C1-82.xyz,train,C1,82,3.015820315749885,0.018160836343813068,1.3886254676349308
46,C46-C1-85.xyz,train,C1,85,3.0160188542282986,0.020008693535980164,1.3889246054636384
46,C46-C1-86.xyz,val,C1,86,3.013303882060267,0.01428855646212637,1.3888906381035595
46,C46-C1-87.xyz,train,C1,87,3.014862077070155,0.015196289499031351,1.3885279438899083
46,C46-C1-88.xyz,train,C1,88,3.014591674092224,0.017633764855373907,1.3888305810182644
